*** Bundlelist:
Status: 195 bundles in total - all 195 bundles active.

bcpkix (1.60) "bcpkix" [active, 188] 
<unnamed> (serviceId = 2430, bundleId = 90) /bin/cpm/nodes/source.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2398, bundleId = 88)   /bin/cpm/core/translate auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1104, bundleId = 82) /apps/sling/groups/create.POST.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1083, bundleId = 168) /libs/sling/servlet/default/POST.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3050, bundleId = 180) /apps/sling/servlet/default/token.png.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3055, bundleId = 180)     /bin/cpm/pages/search auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2450, bundleId = 92)             /bin/packages auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2960, bundleId = 186) /apps/sling/servlet/default/asset.gif.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3000, bundleId = 187) /bin/cpm/assets/assets.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2382, bundleId = 88) /bin/cpm/nodes/debug/memoryhog.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3045, bundleId = 180) /bin/cpm/pages/release.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2431, bundleId = 90)     /bin/cpm/nodes/source auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1074, bundleId = 113)       /system/sling/login auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1075, bundleId = 113) /system/sling/logout.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1036, bundleId = 82) /apps/sling/user/delete.POST.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1076, bundleId = 113)      /system/sling/logout auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
JCR (serviceId = 575, bundleId = 144)                         / auth=required, adaptable=true, attributable=true, modifiable=true, refreshable=true, supportsQueryLanguage=true, useResourceAccessSecurity=false
<unnamed> (serviceId = 2427, bundleId = 90)        /bin/cpm/edit/code auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2414, bundleId = 88) /apps/composum/nodes/commons/clientlib/map.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2439, bundleId = 90) /bin/cpm/nodes/sourceupload.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2385, bundleId = 88)  /bin/cpm/core/jobcontrol auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2440, bundleId = 90) /bin/cpm/nodes/sourceupload auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1037, bundleId = 82) /apps/sling/group/delete.POST.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2961, bundleId = 186) /apps/sling/servlet/default/asset.jpeg.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2997, bundleId = 187)       /bin/assets.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3096, bundleId = 194) /bin/cpm/platform/tenants/user auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1079, bundleId = 153) /apps/sling/servlet/default/SLING_availablebindings.json.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2433, bundleId = 90) /apps/composum/nodes/browser/query/export/json/objects/POST.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3035, bundleId = 180)       /bin/cpm/pages/edit auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2999, bundleId = 187)    /bin/cpm/assets/assets auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1107, bundleId = 82) /apps/sling/users/create.POST.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2443, bundleId = 90) /bin/cpm/nodes/security.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2399, bundleId = 88) /bin/cpm/core/translate.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2459, bundleId = 93)   /bin/cpm/usermanagement auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2402, bundleId = 88) /bin/cpm/nodes/debug/clientlibgraph.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 230, bundleId = 82)       /system/userManager auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2972, bundleId = 186) /apps/sling/servlet/default/adaptive.jpeg.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2452, bundleId = 92)  /bin/cpm/package.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2453, bundleId = 92)          /bin/cpm/package auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3030, bundleId = 180) /bin/cpm/pages/assets.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2410, bundleId = 88)    /bin/public/clientlibs auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1143, bundleId = 167) /libs/sling/servlet/default/GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2455, bundleId = 93)                /bin/users auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2435, bundleId = 90)       /bin/cpm/nodes/node auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3044, bundleId = 180)    /bin/cpm/pages/release auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3079, bundleId = 193) /bin/cpm/platform/workflow.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2422, bundleId = 90) /bin/cpm/nodes/property.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2417, bundleId = 88) /apps/composum/nodes/commons/clientlib/css.HEAD.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1144, bundleId = 167) /libs/sling/servlet/default/HEAD.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2386, bundleId = 88) /bin/cpm/core/jobcontrol.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2413, bundleId = 88) /apps/composum/nodes/commons/clientlib/map.HEAD.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2445, bundleId = 90)      /bin/browser.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2973, bundleId = 186) /apps/sling/servlet/default/adaptive.jpg.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 491, bundleId = 168)          /system/sling.js auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3078, bundleId = 193) /bin/cpm/platform/workflow auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1078, bundleId = 114) /system/sling/form/login.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3041, bundleId = 180)        /bin/pages.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3099, bundleId = 194) /bin/cpm/platform/tenants/workflow auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 439, bundleId = 162)    /libs/sling/sightly/js auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3033, bundleId = 180) /bin/cpm/pages/develop.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1034, bundleId = 82) /apps/sling/user/changePassword.POST.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2975, bundleId = 186) /apps/sling/servlet/default/adaptive.gif.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1030, bundleId = 81) /apps/sling/servlet/default/acl.json.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2395, bundleId = 88) /apps/sling/servlet/default/cpm/permissions.json.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2958, bundleId = 186) /apps/sling/servlet/default/asset.jpg.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2446, bundleId = 90)              /bin/browser auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2415, bundleId = 88) /apps/composum/nodes/commons/clientlib/js.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2401, bundleId = 88) /bin/cpm/nodes/debug/clientlibgraph auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3047, bundleId = 180) /apps/cpp/Site/GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1029, bundleId = 81) /apps/sling/servlet/default/tidy/acl.json.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2381, bundleId = 88) /bin/cpm/nodes/debug/memoryhog auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1103, bundleId = 151) /apps/slingshot/Streamentry/ratings.POST.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3098, bundleId = 194) /bin/cpm/platform/tenants/workflow.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1077, bundleId = 114)  /system/sling/form/login auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2421, bundleId = 90)   /bin/cpm/nodes/property auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2951, bundleId = 178) /bin/cpm/platform/versions.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2411, bundleId = 88) /bin/public/clientlibs.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2456, bundleId = 93)        /bin/users.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2959, bundleId = 186) /apps/sling/servlet/default/asset.png.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1033, bundleId = 81) /apps/sling/servlet/default/modifyAce.POST.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1073, bundleId = 113) /system/sling/login.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1085, bundleId = 169) /libs/sling/servlet/errorhandler/default.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1086, bundleId = 169) /libs/sling/servlet/errorhandler/default auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2996, bundleId = 187)               /bin/assets auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3089, bundleId = 194)     /bin/platform/tenants auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2424, bundleId = 90)    /bin/cpm/nodes/version auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2425, bundleId = 90) /bin/cpm/nodes/version.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3090, bundleId = 194) /bin/platform/tenants.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3056, bundleId = 180) /bin/cpm/pages/search.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1082, bundleId = 167)        /system/sling/info auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1102, bundleId = 151) /apps/slingshot/Streamentry/comments.POST.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3032, bundleId = 180)    /bin/cpm/pages/develop auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2458, bundleId = 93) /bin/cpm/usermanagement.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3092, bundleId = 194) /bin/cpm/platform/tenants/manager auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3093, bundleId = 194) /bin/cpm/platform/tenants/manager.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1084, bundleId = 168) /libs/sling/servlet/default/POST auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1038, bundleId = 82) /apps/sling/user/update.POST.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2436, bundleId = 90) /bin/cpm/nodes/node.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3039, bundleId = 180) /apps/cpp/Page/GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1028, bundleId = 81) /apps/sling/servlet/default/deleteAce.POST.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2974, bundleId = 186) /apps/sling/servlet/default/adaptive.png.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1106, bundleId = 86) /apps/sling/servlet/default.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2389, bundleId = 88)      /bin/cpm/core/system auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1080, bundleId = 164) /apps/repl/components/repl/java.html.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2416, bundleId = 88) /apps/composum/nodes/commons/clientlib/js.HEAD.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2428, bundleId = 90) /bin/cpm/edit/code.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1081, bundleId = 167) /system/sling/info.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1105, bundleId = 82) /apps/sling/group/update.POST.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2388, bundleId = 88) /bin/cpm/core/system.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3029, bundleId = 180)     /bin/cpm/pages/assets auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1031, bundleId = 81) /apps/sling/servlet/default/tidy/eacl.json.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1035, bundleId = 82) /apps/sling/userManager/delete.POST.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1146, bundleId = 167) /libs/sling/redirect/GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 1032, bundleId = 81) /apps/sling/servlet/default/eacl.json.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3042, bundleId = 180)                /bin/pages auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2950, bundleId = 178) /bin/cpm/platform/versions auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2442, bundleId = 90)   /bin/cpm/nodes/security auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2449, bundleId = 92)     /bin/packages.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3036, bundleId = 180) /bin/cpm/pages/edit.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2373, bundleId = 88) /apps/sling/servlet/default/map.HEAD.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 3095, bundleId = 194) /bin/cpm/platform/tenants/user.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false
<unnamed> (serviceId = 2418, bundleId = 88) /apps/composum/nodes/commons/clientlib/css.GET.servlet auth=no, adaptable=false, attributable=false, modifiable=false, refreshable=false, supportsQueryLanguage=false, useResourceAccessSecurity=false


Resolver Map Entries
                  Pattern              Replacement       Redirect
^http/local\.composum\.com.80/assets/shared/[/content/shared/assets/]       internal
^http/preview\.composum\.9090/assets/shared/[/preview/shared/assets/]       internal
^http/public\.composum\.9090/assets/shared/ [/public/shared/assets/]       internal
^http/local\.composum\.9090/assets/shared/[/content/shared/assets/]       internal
^http/local\.composum\.com.80/apps/shared/          [/apps/shared/]       internal
^http/local\.tenant\.any.80/assets/shared/[/content/shared/assets/]       internal
^http/preview\.composum\.9090/apps/shared/          [/apps/shared/]       internal
^http/public\.composum\.9090/apps/shared/          [/apps/shared/]       internal
^http/local\.composum\.9090/apps/shared/          [/apps/shared/]       internal
^http/local\.tenant\.any.80/apps/shared/          [/apps/shared/]       internal
^http/local\.composum\.com.80/assets/[/content/ist/composum/assets/]       internal
^http/local\.composum\.com.80/shared/       [/content/shared/]       internal
^http/preview\.composum\.9090/assets/[/preview/ist/composum/assets/]       internal
^http/preview\.composum\.9090/shared/       [/preview/shared/]       internal
^http/localhost\.8080/assets/shared/[/content/shared/assets/]       internal
^http/localhost\.9090/assets/shared/[/content/shared/assets/]       internal
^http/public\.composum\.9090/assets/[/public/ist/composum/assets/]       internal
^http/public\.composum\.9090/shared/        [/public/shared/]       internal
^http/local\.composum\.9090/assets/[/content/ist/composum/assets/]       internal
^http/local\.composum\.9090/shared/       [/content/shared/]       internal
^http/local\.composum\.com.80/apps/             [/apps/ist/]       internal
^http/local\.composum\.com.80/libs/                 [/libs/]       internal
^http/local\.tenant\.any.80/assets/[/content/a-tenent/site/assets/]       internal
^http/local\.tenant\.any.80/shared/       [/content/shared/]       internal
^http/preview\.composum\.9090/apps/             [/apps/ist/]       internal
^http/preview\.composum\.9090/libs/                 [/libs/]       internal
^http/local\.composum\.com.80/bin/                  [/bin/]       internal
^http/localhost\.8080/apps/shared/          [/apps/shared/]       internal
^http/localhost\.9090/apps/shared/          [/apps/shared/]       internal
^http/preview\.composum\.9090/bin/                  [/bin/]       internal
^http/public\.composum\.9090/apps/             [/apps/ist/]       internal
^http/public\.composum\.9090/libs/                 [/libs/]       internal
^http/local\.composum\.9090/apps/             [/apps/ist/]       internal
^http/local\.composum\.9090/libs/                 [/libs/]       internal
^http/local\.tenant\.any.80/apps/        [/apps/a-tenant/]       internal
^http/local\.tenant\.any.80/libs/                 [/libs/]       internal
^http/public\.composum\.9090/bin/                  [/bin/]       internal
^http/local\.composum\.9090/bin/                  [/bin/]       internal
^http/local\.tenant\.any.80/bin/                  [/bin/]       internal
^http/localhost/assets/shared/[/content/shared/assets/]       internal
^http/local\.composum\.com.80  [/content/ist/composum]       internal
^http/localhost\.8080/assets/       [/content/assets/]       internal
^http/localhost\.8080/shared/       [/content/shared/]       internal
^http/localhost\.9090/assets/       [/content/assets/]       internal
^http/localhost\.9090/shared/       [/content/shared/]       internal
^http/preview\.composum\.9090  [/preview/ist/composum]       internal
^http/localhost/apps/shared/          [/apps/shared/]       internal
^http/public\.composum\.9090   [/public/ist/composum]       internal
^http/local\.composum\.9090  [/content/ist/composum]       internal
^http/local\.tenant\.any.80 [/content/a-tenant/site]       internal
^http/localhost\.8080/apps/                 [/apps/]       internal
^http/localhost\.8080/libs/                 [/libs/]       internal
^http/localhost\.9090/apps/                 [/apps/]       internal
^http/localhost\.9090/libs/                 [/libs/]       internal
